query,poi_name,wikipedia-link,answer
What is the statue on top of this structure? ,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,The Quadriga of Victory
In what year were they built.,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,They were built between 1788 and 1791
What are the shorter buildings on either side of the pillared entrance used for?,Brandenburg Gate,https://en.wikipedia.org/wiki/Brandenburg_Gate,One is a tourist center and the other is a .Room of Silence'.
What is the name of that bridge?,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,Oberbaum Bridge.
What is the name of the river it crosses? ,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,Berlin's River Spree
When was the bridge built?,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,A3: Construction of the bridge started in 1894 and it opened in 1896. 
Does the center section rise up to allow tall boats to pass through? ,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,"Yes, the center section rises up to allow for the passage of tall ships."
Is there commercial fishing in the river?,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,No.
How long is that bridge?,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,407′
Is there a walking path on the bridge?,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,"Yes, there are free tours by foot."
Who designed this bridge?,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,The romanians 
What is the name of this bridge?,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,The name of the bridge is Oberbaum Bridge
Is that a walking bridge or driving? ,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,The lower deck of the bridge is a roadway while the upper deck is a railway.
Is this a work space?,Jewish Museum,"https://en.wikipedia.org/wiki/Jewish_Museum,_Berlin","No, this is a museum."
is public allowed to this museum,Jewish Museum,"https://en.wikipedia.org/wiki/Jewish_Museum,_Berlin","Yes, it is open to the public daily from 10am to 8pm."
Is this museum free of charge to visit?,Jewish Museum,"https://en.wikipedia.org/wiki/Jewish_Museum,_Berlin",8 euros
Why is the design on the outside of the building so strange?,Jewish Museum,"https://en.wikipedia.org/wiki/Jewish_Museum,_Berlin","That is an  architectual style by Libeskind, called a deconstructivist-style building. "
Where is the parking for the museum?,Jewish Museum,"https://en.wikipedia.org/wiki/Jewish_Museum,_Berlin",The parking lot is located behind the building.
What is the name of the statue behind the Jewish star?,Jewish Memorial,https://en.wikipedia.org/wiki/Memorial_to_the_Murdered_Jews_of_Europe,"According to Eisenman's project text, the stelae are designed to produce an uneasy, confusing atmosphere, and the whole sculpture aims to represent a supposedly ordered system that has lost touch with human reason. Some have interpreted the shape and color of the grey slabs to represent the loss of identity during the Nazi regime. As one moves into the memorial, the space between the shapes widen. Identity in a regime is largely shaped by belongingness defined through 'sameness' and the ""repetition of the same"". "
Where is this located? What year was it built?,Jewish Memorial,https://en.wikipedia.org/wiki/Memorial_to_the_Murdered_Jews_of_Europe,It is located in Berlin. Construction began in 2003 and was finished in 2004
Why is the star of David in front of it?,Jewish Memorial,https://en.wikipedia.org/wiki/Memorial_to_the_Murdered_Jews_of_Europe,because the nazi regime made Jews wear it on their clothes to humiliate them
Did the artist actually design this to show support to the Nazi regime of as a memorial for the Jewish people and the loses they experienced? ,Jewish Memorial,https://en.wikipedia.org/wiki/Memorial_to_the_Murdered_Jews_of_Europe,"The artist built this statue as a memorial to the Jewish people , to remember those who were lost during the Holocaust. "
What are the smokestacks on the left?,Jewish Memorial,https://en.wikipedia.org/wiki/Memorial_to_the_Murdered_Jews_of_Europe,car
What hotel am I in front of?,Radisson Blu,https://en.wikipedia.org/wiki/Radisson_Blu,Q1: What hotel am I in front of? A2: Radisson Blu
Is this a resort or a standard hotel?,Radisson Blu,https://en.wikipedia.org/wiki/Radisson_Blu,This is a standard hotel
Is room service available?,Radisson Blu,https://en.wikipedia.org/wiki/Radisson_Blu,Room service is available.
Who is the owner of the hotel?,Radisson Blu,https://en.wikipedia.org/wiki/Radisson_Blu,Carlson Rezidor Hotel Group
How many stars is this hotel?,Radisson Blu,https://en.wikipedia.org/wiki/Radisson_Blu,It is a 4 star hotel
What country are we in?,Berlin Genarmenmarkt,https://en.wikipedia.org/wiki/Gendarmenmarkt,We are in Germany. 
Is this a government building? ,Berlin Genarmenmarkt,https://en.wikipedia.org/wiki/Gendarmenmarkt,It is not a government building.
Are there any public events held in this building?,Berlin Genarmenmarkt,https://en.wikipedia.org/wiki/Gendarmenmarkt,"Yes, it is the home of the Konzerthausorchester Berlin, and one of the Berlin Christmas markets is here."
Is this rented out for private events?,Berlin Genarmenmarkt,https://en.wikipedia.org/wiki/Gendarmenmarkt,"It can be rented out for some private art viewings, but is primarily a museum to German history."
what is the cost of admission or is there any fee to enter?,Berlin Genarmenmarkt,https://en.wikipedia.org/wiki/Gendarmenmarkt,There is no cost for admission.
IS THIS HOTEL 24 HOUR SERVING?,Radisson Blu,https://en.wikipedia.org/wiki/Radisson_Blu,"Yes, there should be someone at the front desk waiting to assist you at all hours of the day."
Does the hotel have vacancies tonight?,Radisson Blu,https://en.wikipedia.org/wiki/Radisson_Blu,Yes
How much is the hotel?,Radisson Blu,https://en.wikipedia.org/wiki/Radisson_Blu,Prices start at $200 per night.
How many rooms does it have?,Radisson Blu,https://en.wikipedia.org/wiki/Radisson_Blu,Contemporary style and comfort suffuse the 427 rooms and suites of this accommodation in Berlin city center.
What are the ratings for this hotel?,Radisson Blu,https://en.wikipedia.org/wiki/Radisson_Blu,"The ratings for this hotel are excellent, 4.3 stars +"
Do I need to wear sleeves or a head covering in this cathedral?,Berlin Cathedral,https://en.wikipedia.org/wiki/Berlin_Cathedral,No you do not need to wear sleeves or a head covering in this cathedral.
Do they let Jewish people in the place. ,Berlin Cathedral,https://en.wikipedia.org/wiki/Berlin_Cathedral,Yes they do.
"If I want to hear a mass, when should I go?",Berlin Cathedral,https://en.wikipedia.org/wiki/Berlin_Cathedral,Times for daily and weekly mass are posted outside the cathedral.
Is photography allowed inside?,Berlin Cathedral,https://en.wikipedia.org/wiki/Berlin_Cathedral,Is this a place of worship or just a musuem. 
When was it built?,Berlin Cathedral,https://en.wikipedia.org/wiki/Berlin_Cathedral,It was built in 1451
What is that building with a round top?,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg,That is a former NSA listening station
Is this building occupied?,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg,no
Will this building be torn down?,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg,There are no plans to tear the building down.
Who owns the building?,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg,It is now owned by Marvin Schutte.
When was it built and by whom?,Teufelsberg,https://en.wikipedia.org/wiki/Teufelsberg,"In 1972, the senate decided to plant greenery over the top of rubble that had been dumped there for 20 years after World War II."
Who lives in this palace?,New Palace,https://en.wikipedia.org/wiki/New_Palace_(Potsdam),Germany
How many statues are there surrounding this building?,New Palace,https://en.wikipedia.org/wiki/New_Palace_(Potsdam),A1. The Neues Palace in Potsdam was the residence of King Friedrich II of Prussia also known as Friedrich the Great. A2. There are over 400 statues surrounding the building. 
Is this palace open to the public?,New Palace,https://en.wikipedia.org/wiki/New_Palace_(Potsdam),The palace is open to the public on Saturdays after 4:00 p.m.
What do the statues represent?,New Palace,https://en.wikipedia.org/wiki/New_Palace_(Potsdam),They are sandstone statues and figures by notable artists.
Is there a charge for admission?,New Palace,https://en.wikipedia.org/wiki/New_Palace_(Potsdam),"No, free entrance."
What a beautiful views what is this building?,Berlin Cathedral,https://en.wikipedia.org/wiki/Berlin_Cathedral,It is the Berlin Cathedral.
Are there services available? What are the times?,Berlin Cathedral,https://en.wikipedia.org/wiki/Berlin_Cathedral,Services Sundays and public holidays 10 am Communion Service (with simultaneous translation into English) and Children’s Service Sundays and public holidays 6 pm Service with sermon and hymns (Predigtgottesdienst) Saturdays 6 pm Vespers Monday – Saturday noon Midday worship Monday – Friday 6 pm Evening worship (Thursdays as Evensong in English and German).
How many tourists attend the Sunday Services?,Berlin Cathedral,https://en.wikipedia.org/wiki/Berlin_Cathedral,Around 200 tourists 
What is the name of the road that passes beside it?,Berlin Cathedral,https://en.wikipedia.org/wiki/Berlin_Cathedral,Am Lustgarten
are there private tours available?,Berlin Cathedral,https://en.wikipedia.org/wiki/Berlin_Cathedral,Yes there are guided tours available
What is the name of tourist boat?,Spree River,https://en.wikipedia.org/wiki/Spree,floatie
Is there a skywalk across this river?,Spree River,https://en.wikipedia.org/wiki/Spree,yes
Where does the tourist boat go?,Spree River,https://en.wikipedia.org/wiki/Spree,It goes through parts of Berlin.
How much does it cost to ride the boat ? ,Spree River,https://en.wikipedia.org/wiki/Spree,boat tours start at 22.00 dollars US
What river is this?,Spree River,https://en.wikipedia.org/wiki/Spree,That river is called Spree.
When was the year that the building was built?,Berlin Genarmenmarkt,https://en.wikipedia.org/wiki/Gendarmenmarkt,1708
Is it located on the historical registry?,Berlin Genarmenmarkt,https://en.wikipedia.org/wiki/Gendarmenmarkt,Yes it is.  
Is this building open to the public?,Berlin Genarmenmarkt,https://en.wikipedia.org/wiki/Gendarmenmarkt,"Yes, it is."
what is the name of the building?,Berlin Genarmenmarkt,https://en.wikipedia.org/wiki/Gendarmenmarkt,Romania 
Who designed this building ?,Berlin Genarmenmarkt,https://en.wikipedia.org/wiki/Gendarmenmarkt,Karl-Friedrich Schinkel
Is there a forecast for any more snow in the next week?,Jewish Museum,"https://en.wikipedia.org/wiki/Jewish_Museum,_Berlin",I am unsure.
Who designed this building? ,Jewish Museum,"https://en.wikipedia.org/wiki/Jewish_Museum,_Berlin",Daniel Libeskind
What is inside this building?,Jewish Museum,"https://en.wikipedia.org/wiki/Jewish_Museum,_Berlin",It is a Jewish museum.
Where is this museum located? ,Jewish Museum,"https://en.wikipedia.org/wiki/Jewish_Museum,_Berlin","A1. Please check your weather app for an up to date forecast. A2. This building was designed by American Architect Daniel Libeskind. A3. This building is home to Berlin's Jewish Museum.  A4. It is located on Lindenstrasse in Berlin, Germany."
Is the museum open today?,Jewish Museum,"https://en.wikipedia.org/wiki/Jewish_Museum,_Berlin",Yes
What are good local attractions in this area?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,"Right next to the church is the World Fountain, a work of art that is open to the public."
What religion is practiced here?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,Protestant
When was the church built?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,"The original church on the site was built in the 1890s. It was badly damaged in a bombing raid in 1943. The present building, which consists of a church with an attached foyer and a separate belfry with an attached chapel, was built between 1959 and 1963."
Is wading or bathing allowed in the World Fountain?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,"No, entering the fountain is not permitted."
IS the fountain a memorial?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,Yes
What is the history of that building?,Charlottenburg Palace,https://en.wikipedia.org/wiki/Charlottenburg_Palace,"The original palace was commissioned by Sophie Charlotte, the wife of Friedrich III, Elector of Brandenburg in what was then the village of Lietzow. Named Lietzenburg, the palace was designed by Johann Arnold Nering in baroque style. It consisted of one wing and was built in ​2 1⁄2 storeys with a central cupola. The façade was decorated with Corinthian pilasters. On the top was a cornice on which were statues. At the rear in the centre of the palace were two oval halls, the upper one being a ceremonial hall and the lower giving access to the gardens. Nering died during the construction of the palace and the work was completed by Martin Grünberg and Andreas Schlüter. The inauguration of the palace was celebrated on 11 July 1699, Frederick's 42nd birthday.[3] Friedrich crowned himself as King Friedrich I in Prussia in 1701 (Friedrich II, known as Frederick the Great, would later achieve the title King of Prussia). Two years previously, he had appointed Johann Friedrich von Eosander (also known as Eosander von Göthe) as the royal architect and sent him to study architectural developments in Italy and France, particularly the Palace of Versailles. On his return in 1702, Eosander began to extend the palace, starting with two side wings to enclose a large courtyard, and the main palace was extended on both sides. Sophie Charlotte died in 1705 and Friedrich named the palace and its estate Charlottenburg in her memory. In the following years, the Orangery was built on the west of the palace and the central area was extended with a large domed tower and a larger vestibule. On top of the dome is a wind vane in the form of a gilded statue representing Fortune designed by Andreas Heidt. The Orangery was originally used to overwinter rare plants. During the summer months, when over 500 orange, citrus and sour orange trees decorated the baroque garden, the Orangery regularly was the gorgeous scene of courtly festivities.  Various artists were invited to decorate the interior of the palace. As the court painter of Friedrich I, the Flemish artist Jan Anthonie Coxie was commissioned to paint the walls and ceilings in various rooms of the palace. Coxie painted between 1701 and 1713 frescos and an altarpiece in the Palace Chapel and frescos in the Gobelin Gallery and Porcelain Room.[4] The frescos in the Porcelain Room were blatant propaganda for the glorious rule of Friedrich I. They represent Aurora, the Goddess of Dawn, in her seven-horsed chariot chasing away Night and clearing the way for the Sun-God Apollo, who approaches in his chariot in a blaze of light. Hovering overhead, Mercury heralds the arrival of the life-giving god and Saturn ushers in the Golden Age with his scythe. Coxie also included images of the Four Continents as well as the Four Seasons, which are familiar allusions to political power and thus affirm the greatness of Friedrich I.[5]  Inside the palace, was a room described as ""the eighth wonder of the world"", the Amber Room (Bernsteinzimmer), a room with its walls surfaced in decorative amber. It was designed by Andreas Schlüter and its construction by the Danish amber craftsman Gottfried Wolfram started in 1701. Friedrich Wilhelm I gave the Amber Room to Tsar Peter the Great as a present in 1716.[6]  When Friedrich I died in 1713, he was succeeded by his son, Friedrich Wilhelm I whose building plans were less ambitious, although he did ensure that the building was properly maintained. Building was resumed after his son Friedrich II (Frederick the Great) came to the throne in 1740. During that year, stables for his personal guard regiment were completed to the south of the Orangery wing and work was started on the east wing. The building of the new wing was supervised by Georg Wenzeslaus von Knobelsdorff, the Superintendent of all the Royal Palaces, who largely followed Eosander's design. The decoration of the exterior was relatively simple but the interior furnishings were rich with painting and sculpture,textiles and mirror. The ground floor was intended for Frederick's wife Elisabeth Christine, who, preferring Schönhausen Palace however, was only an occasional visitor. The especially splendid decoration of the upper floor, which included the White Hall, the Banqueting Hall, the Throne Room and the Golden Gallery, was designed mainly by Johann August Nahl. In 1747, a second apartment for the king was prepared in the distant eastern part of the wing. During this time, Sanssouci was being built at Potsdam, and once this was completed Frederick was only an occasional visitor to Charlottenburg.[7]  In 1786, Frederick was succeeded by his nephew Friedrich Wilhelm II who transformed five rooms on the ground floor of the east wing into his summer quarters and part of the upper floor into Winter Chambers, although he did not live long enough to use them. His son, Friedrich Wilhelm III came to the throne in 1797 and reigned with his wife, Queen Luise for 43 years. They spent much of this time living in the east wing of Charlottenburg. Their eldest son, Friedrich Wilhelm IV, who reigned from 1840 to 1861, lived in the upper storey of the central palace building. After Friedrich Wilhelm IV died, the only other royal resident of the palace was Friedrich III who reigned for 99 days in 1888.[8]  The palace was badly damaged in 1943 during the Second World War.[9] In 1951, the war-damaged Stadtschloss in East Berlin was demolished and, as the damage to Charlottenburg was at least as serious, it was feared that it would also be demolished. However, following the efforts of Margarete Kühn, the Director of the State Palaces and Gardens, it was rebuilt to its former condition,[10] with gigantic modern ceiling paintings by Hann Trier. From 2004 till early 2006, Charlottenburg Palace was the seat of the President of Germany, whilst Schloss Bellevue was being renovated.[citation needed]  "
